,title,description,category_name,thumbnail,url,category_title_description,Text,k_means
159,Australia Remastered: Wild Wars,"Life in Australia is a battle. Shaped by the challenges of epic environments the creatures of the island continent compete for mating rights, to eat, and avoid being eaten.",documentary,https://cdn.iview.abc.net.au/thumbs/i/do/DO1842H_601b82f2d40cb_1280.jpg,https://iview.abc.net.au/show/australia-remastered-wild-wars,"documentary Australia Remastered: Wild Wars Life in Australia is a battle. Shaped by the challenges of epic environments the creatures of the island continent compete for mating rights, to eat, and avoid being eaten.",documentary australia remastered wild war life australia battle shaped challenge epic environment creature island continent compete mating right eat avoid eaten,9
160,EXPOSED: The Case Of Keli Lane,Caro Meldrum-Hanna investigates one of Australia's most notorious crimes: the disappearance of baby Tegan Lane and the conviction of her mother Keli Lane of her murder.,documentary,https://cdn.iview.abc.net.au/thumbs/i/do/DO1706H_5bbacea946b8f_1280.jpg,https://iview.abc.net.au/show/exposed-the-case-of-keli-lane,documentary EXPOSED: The Case Of Keli Lane Caro Meldrum-Hanna investigates one of Australia's most notorious crimes: the disappearance of baby Tegan Lane and the conviction of her mother Keli Lane of her murder.,documentary exposed case keli lane caro meldrumhanna investigates one australia notorious crime disappearance baby tegan lane conviction mother keli lane murder,9
161,Armadillo: Narrated By David Attenborough,"In the heart of Brazil lives an animal so elusive, few have ever seen it in the wild. David Attenborough reveals how the extraordinary giant armadillo provides homes for scores of other species.",documentary,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3114A001S00_61443f4a0f33d_1920.jpg,https://iview.abc.net.au/show/armadillo-narrated-by-david-attenborough/video/ZW3114A001S00,"documentary Armadillo: Narrated By David Attenborough In the heart of Brazil lives an animal so elusive, few have ever seen it in the wild. David Attenborough reveals how the extraordinary giant armadillo provides homes for scores of other species.",documentary armadillo narrated david attenborough heart brazil life animal elusive ever seen wild david attenborough reveals extraordinary giant armadillo provides home score specie,1
162,Catching A Killer: A Diary From The Grave,When elderly teacher Peter Farquhar was found dead at home in the village of Maids Moreton in 2015 no-one thought it suspicious... until the same thing happened to his neighbour 18 months later.,documentary,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2743A001S00_6090e5768412e.jpg,https://iview.abc.net.au/show/catching-a-killer-a-diary-from-the-grave/video/ZW2743A001S00,documentary Catching A Killer: A Diary From The Grave When elderly teacher Peter Farquhar was found dead at home in the village of Maids Moreton in 2015 no-one thought it suspicious... until the same thing happened to his neighbour 18 months later.,documentary catching killer diary grave elderly teacher peter farquhar found dead home village maid moreton 2015 noone thought suspicious thing happened neighbour 18 month later,2
163,Richard Leplastrier - Framing The View,"An intimate portrait of seminal Australian Architect Richard Leplastrier. Filmed over 15 years, the documentary explores his life, his influences and his built works.",documentary,https://cdn.iview.abc.net.au/thumbs/i/ac/AC1902H001S00_5ea7a0a69271d.jpg,https://iview.abc.net.au/show/richard-leplastrier-framing-the-view/video/AC1902H001S00,"documentary Richard Leplastrier - Framing The View An intimate portrait of seminal Australian Architect Richard Leplastrier. Filmed over 15 years, the documentary explores his life, his influences and his built works.",documentary richard leplastrier framing view intimate portrait seminal australian architect richard leplastrier filmed 15 year documentary explores life influence built work,9
164,Re-Frame 2020,More than 4 million Australians live with a disability and they all have a story to tell. To mark International Day of People with Disability we showcase short films made by people with disability.,documentary,https://cdn.iview.abc.net.au/thumbs/i/rf/RF2006H001S00_5fbf38e6bde0b.jpg,https://iview.abc.net.au/show/re-frame-2020/video/RF2006H001S00,documentary Re-Frame 2020 More than 4 million Australians live with a disability and they all have a story to tell. To mark International Day of People with Disability we showcase short films made by people with disability.,documentary reframe 2020 4 million australian live disability story tell mark international day people disability showcase short film made people disability,3
165,Blasko,"A pioneer of indie music, Sarah Blasko walks the line between commercial success and artistic integrity with dignity. Narrated by Sarah herself, this film is an intimate portrait of the artist as she writes her new album.",documentary,https://cdn.iview.abc.net.au/thumbs/i/ac/AC1541H001S00_5a01460737c38.jpg,https://iview.abc.net.au/show/blasko/video/AC1541H001S00,"documentary Blasko A pioneer of indie music, Sarah Blasko walks the line between commercial success and artistic integrity with dignity. Narrated by Sarah herself, this film is an intimate portrait of the artist as she writes her new album.",documentary blasko pioneer indie music sarah blasko walk line commercial success artistic integrity dignity narrated sarah film intimate portrait artist writes new album,4
166,Miriam & Alan: Lost In Scotland,"Miriam Margolyes and Alan Cumming roll back the decades and return to their Scottish roots. Part rediscovery, part revelation and always a total riot.",documentary,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3100A_61d3b7fe84068.jpg,https://iview.abc.net.au/show/miriam-and-alan-lost-in-scotland,"documentary Miriam & Alan: Lost In Scotland Miriam Margolyes and Alan Cumming roll back the decades and return to their Scottish roots. Part rediscovery, part revelation and always a total riot.",documentary miriam alan lost scotland miriam margolyes alan cumming roll back decade return scottish root part rediscovery part revelation always total riot,9
167,The Princes And The Press,"Amol Rajan tells the story of one of the most dramatic periods in modern royal history, looking at how the younger royals' relationship with the media changed following the Queen's Diamond Jubilee.",documentary,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3247A_61ef4c4a7273d.jpg,https://iview.abc.net.au/show/princes-and-the-press,"documentary The Princes And The Press Amol Rajan tells the story of one of the most dramatic periods in modern royal history, looking at how the younger royals' relationship with the media changed following the Queen's Diamond Jubilee.",documentary prince press amol rajan tell story one dramatic period modern royal history looking younger royal relationship medium changed following queen diamond jubilee,2
168,Live At The Apollo: Secrets Of The Apollo,"Celebrating 16 years of Britain's greatest stand-up show Live at the Apollo, a host of stand-up stars descend on the stalls of the Hammersmith Apollo to reminisce and reveal their own secrets of the iconic theatre.",documentary,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2769A001S00_60d90d07bb8d7.jpg,https://iview.abc.net.au/show/live-at-the-apollo-secrets-of-the-apollo/video/ZW2769A001S00,"documentary Live At The Apollo: Secrets Of The Apollo Celebrating 16 years of Britain's greatest stand-up show Live at the Apollo, a host of stand-up stars descend on the stalls of the Hammersmith Apollo to reminisce and reveal their own secrets of the iconic theatre.",documentary live apollo secret apollo celebrating 16 year britain greatest standup show live apollo host standup star descend stall hammersmith apollo reminisce reveal secret iconic theatre,7
169,How To Live Younger,"Ever wondered about the secrets to living a long, healthy and happy life? Jacinta Parsons cuts through the wellness hype and looks at the scientific 'hacks' that can help improve our lives.",documentary,https://cdn.iview.abc.net.au/thumbs/i/do/DO2015H_6136fb194cdf2_1920.jpg,https://iview.abc.net.au/show/how-to-live-younger,"documentary How To Live Younger Ever wondered about the secrets to living a long, healthy and happy life? Jacinta Parsons cuts through the wellness hype and looks at the scientific 'hacks' that can help improve our lives.",documentary live younger ever wondered secret living long healthy happy life jacinta parson cut wellness hype look scientific hack help improve life,2
170,Christmas In Australia With Christine Anu,"Celebrate Christmas with Christine Anu as she explores how Australia's melting pot of traditions, cultures and faiths not only sparks festive joy, but rejoices in the kindness and resilience of Australians.",documentary,https://cdn.iview.abc.net.au/thumbs/i/rn/RN2011H026S00_61c271853d648_1920.jpg,https://iview.abc.net.au/show/christmas-in-australia-with-christine-anu/video/RN2011H026S00,"documentary Christmas In Australia With Christine Anu Celebrate Christmas with Christine Anu as she explores how Australia's melting pot of traditions, cultures and faiths not only sparks festive joy, but rejoices in the kindness and resilience of Australians.",documentary christmas australia christine anu celebrate christmas christine anu explores australia melting pot tradition culture faith spark festive joy rejoices kindness resilience australian,6
171,Books That Made Us,"Claudia Karvan embarks on a literary journey to celebrate our love of books, meet some of our most beloved and brilliant writers, and explore our Australian identity through the place, its people and the power of our stories.",documentary,https://cdn.iview.abc.net.au/thumbs/i/ac/AC1912H_618c58c968fc8_3600.jpg,https://iview.abc.net.au/show/books-that-made-us,"documentary Books That Made Us Claudia Karvan embarks on a literary journey to celebrate our love of books, meet some of our most beloved and brilliant writers, and explore our Australian identity through the place, its people and the power of our stories.",documentary book made u claudia karvan embarks literary journey celebrate love book meet beloved brilliant writer explore australian identity place people power story,4
172,My Body Says,"Four physically diverse people examine their bodies in front of a mirror to discover the stories, experiences and secrets that are documented in their flesh.",documentary,https://cdn.iview.abc.net.au/thumbs/i/do/DO1915Q_5f503b7363031_1664.jpg,https://iview.abc.net.au/show/my-body-says,"documentary My Body Says Four physically diverse people examine their bodies in front of a mirror to discover the stories, experiences and secrets that are documented in their flesh.",documentary body say four physically diverse people examine body front mirror discover story experience secret documented flesh,2
173,Prepping Australia,"Meet real Australian Preppers bunkering down for an uncertain future. With unprecedented access into this growing community, Prepping Australia explores why people prep and how to survive some of Australias greatest threats.",documentary,https://cdn.iview.abc.net.au/thumbs/i/do/DO1919V_619302e3179b7_3600.jpg,https://iview.abc.net.au/show/prepping-australia,"documentary Prepping Australia Meet real Australian Preppers bunkering down for an uncertain future. With unprecedented access into this growing community, Prepping Australia explores why people prep and how to survive some of Australias greatest threats.",documentary prepping australia meet real australian preppers bunkering uncertain future unprecedented access growing community prepping australia explores people prep survive australia greatest threat,6
174,Lucy The Human Chimp,"Chimpanzee Lucy was raised as a human in a suburban family home where she was taught to communicate. Out of an experiment filled with surprises, a beautiful friendship was born.",documentary,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2928A001S00_609ccc56373f5.jpg,https://iview.abc.net.au/show/lucy-the-human-chimp/video/ZW2928A001S00,"documentary Lucy The Human Chimp Chimpanzee Lucy was raised as a human in a suburban family home where she was taught to communicate. Out of an experiment filled with surprises, a beautiful friendship was born.",documentary lucy human chimp chimpanzee lucy raised human suburban family home taught communicate experiment filled surprise beautiful friendship born,2
175,Chicken People,A look into the lives of three individuals with a passion for raising the perfect chicken as they head to the largest poultry competition in the United States to find out who will win best of show. (2016),documentary,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2851A001S00_60ab4af6dd486.jpg,https://iview.abc.net.au/show/chicken-people/video/ZW2851A001S00,documentary Chicken People A look into the lives of three individuals with a passion for raising the perfect chicken as they head to the largest poultry competition in the United States to find out who will win best of show. (2016),documentary chicken people look life three individual passion raising perfect chicken head largest poultry competition united state find win best show 2016,2
176,Hello Stranger,"Hello Stranger is a contemporary snapshot of the people of Australia. We talk to people in the street, then follow one story home. It turns out that we are more complex, remarkable and much stranger than you've ever imagined.",documentary,https://cdn.iview.abc.net.au/thumbs/i/le/LE1518H_5c4a7c66344da_1280.jpg,https://iview.abc.net.au/show/hello-stranger,"documentary Hello Stranger Hello Stranger is a contemporary snapshot of the people of Australia. We talk to people in the street, then follow one story home. It turns out that we are more complex, remarkable and much stranger than you've ever imagined.",documentary hello stranger hello stranger contemporary snapshot people australia talk people street follow one story home turn complex remarkable much stranger youve ever imagined,6
177,The Story of Film: An Odyssey,A worldwide guided tour of the greatest movies ever made; an epic tale that starts in nickelodeons and ends as a multi-billion-dollar globalised digital industry.,documentary,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2869A_60a4a4d344496_1920.jpg,https://iview.abc.net.au/show/story-of-film-an-odyssey,documentary The Story of Film: An Odyssey A worldwide guided tour of the greatest movies ever made; an epic tale that starts in nickelodeons and ends as a multi-billion-dollar globalised digital industry.,documentary story film odyssey worldwide guided tour greatest movie ever made epic tale start nickelodeon end multibilliondollar globalised digital industry,2
178,Ms Represented with Annabel Crabb,"One hundred years after Australia elected its very first female parliamentarian, Annabel Crabb presents Ms Represented, a raw and honest account of politics from the female perspective.",documentary,https://cdn.iview.abc.net.au/thumbs/i/le/LE1963H_60d01480b4014_1920.jpg,https://iview.abc.net.au/show/ms-represented-with-annabel-crabb,"documentary Ms Represented with Annabel Crabb One hundred years after Australia elected its very first female parliamentarian, Annabel Crabb presents Ms Represented, a raw and honest account of politics from the female perspective.",documentary m represented annabel crabb one hundred year australia elected first female parliamentarian annabel crabb present m represented raw honest account politics female perspective,9
179,Census: Why We Count (2021),"The 2021 Australian Census is on Tuesday 10 August. In this special program we look at how the information is collected, what it reveals about who we are, how we are changing and the planning decisions it helps inform.",documentary,https://cdn.iview.abc.net.au/thumbs/i/rf/RF2001H008S00_610a2ddfca6aa_1920.jpg,https://iview.abc.net.au/show/census-why-we-count-2021/video/RF2001H008S00,"documentary Census: Why We Count (2021) The 2021 Australian Census is on Tuesday 10 August. In this special program we look at how the information is collected, what it reveals about who we are, how we are changing and the planning decisions it helps inform.",documentary census count 2021 2021 australian census tuesday 10 august special program look information collected reveals changing planning decision help inform,9
180,Bad Influencer,"By 23, Belle Gibson had cultivated a global following online after successfully treating her own terminal cancer with alternative natural therapies. But there was one problem with Belle's story: she never had cancer.",documentary,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2921A001S00_60e243c609535.jpg,https://iview.abc.net.au/show/bad-influencer/video/ZW2921A001S00,"documentary Bad Influencer By 23, Belle Gibson had cultivated a global following online after successfully treating her own terminal cancer with alternative natural therapies. But there was one problem with Belle's story: she never had cancer.",documentary bad influencer 23 belle gibson cultivated global following online successfully treating terminal cancer alternative natural therapy one problem belle story never cancer,2
181,Diana,"To mark what would have been her 60th birthday, we celebrate Diana's life. A rich tapestry of footage, photos and letters piece together her journey from shy nursery assistant to finding her voice as the Princess of Wales.",documentary,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3041A001S00_60d2d52d6f733_1920.jpg,https://iview.abc.net.au/show/diana/video/ZW3041A001S00,"documentary Diana To mark what would have been her 60th birthday, we celebrate Diana's life. A rich tapestry of footage, photos and letters piece together her journey from shy nursery assistant to finding her voice as the Princess of Wales.",documentary diana mark would 60th birthday celebrate diana life rich tapestry footage photo letter piece together journey shy nursery assistant finding voice princess wale,2
182,Pecking Order,"Fierce rivalries, club infighting, problematic birds and irregular judging are just some of the challenges faced by a group of zealous Kiwi chicken breeders hell bent on victory at the 2015 National Poultry Show. (2017)",documentary,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2789A001S00_6090e577b37bb.jpg,https://iview.abc.net.au/show/pecking-order/video/ZW2789A001S00,"documentary Pecking Order Fierce rivalries, club infighting, problematic birds and irregular judging are just some of the challenges faced by a group of zealous Kiwi chicken breeders hell bent on victory at the 2015 National Poultry Show. (2017)",documentary pecking order fierce rivalry club infighting problematic bird irregular judging challenge faced group zealous kiwi chicken breeder hell bent victory 2015 national poultry show 2017,2
183,Love On The Spectrum,Seven singles take their first steps into the world of dating; this uplifting docuseries follows young adults on the autism spectrum as they explore the unpredictable world of love and relationships.,documentary,https://cdn.iview.abc.net.au/thumbs/i/do/DO1807H_5dba20061c3f9.jpg,https://iview.abc.net.au/show/love-on-the-spectrum,documentary Love On The Spectrum Seven singles take their first steps into the world of dating; this uplifting docuseries follows young adults on the autism spectrum as they explore the unpredictable world of love and relationships.,documentary love spectrum seven single take first step world dating uplifting docuseries follows young adult autism spectrum explore unpredictable world love relationship,4
184,The Chemical World,"For fifty thousand years, humans have grappled with the question - why are we here? Scientists have sought out the evidence. This is the story of how chemistry shaped our planet and gave rise to all life on earth.",documentary,https://cdn.iview.abc.net.au/thumbs/i/do/DO1952H_6101fe254469a_1920.jpg,https://iview.abc.net.au/show/chemical-world,"documentary The Chemical World For fifty thousand years, humans have grappled with the question - why are we here? Scientists have sought out the evidence. This is the story of how chemistry shaped our planet and gave rise to all life on earth.",documentary chemical world fifty thousand year human grappled question scientist sought evidence story chemistry shaped planet gave rise life earth,2
185,Making Muriel,"Go behind the scenes in the process of writing, casting and producing a major stage musical based on P.J. Hogan's iconic film Muriel's Wedding. The show starring Maggie McKenna won five Helpmann Awards in 2018.",documentary,https://cdn.iview.abc.net.au/thumbs/i/ac/AC1615H001S00_5c401459e4011_1280.jpg,https://iview.abc.net.au/show/making-muriel/video/AC1615H001S00,"documentary Making Muriel Go behind the scenes in the process of writing, casting and producing a major stage musical based on P.J. Hogan's iconic film Muriel's Wedding. The show starring Maggie McKenna won five Helpmann Awards in 2018.",documentary making muriel go behind scene process writing casting producing major stage musical based pj hogan iconic film muriels wedding show starring maggie mckenna five helpmann award 2018,7
186,War On Waste,"Craig Reucassel returns for a 2nd series of the landmark series that sparked action across the nation. Craig targets plastic water bottles, straws, e-waste, fast furniture, food waste and the recycling crisis. #WarOnWasteAU",documentary,https://cdn.iview.abc.net.au/thumbs/i/do/DO1724H_5b4d7a6981d91.jpg,https://iview.abc.net.au/show/war-on-waste,"documentary War On Waste Craig Reucassel returns for a 2nd series of the landmark series that sparked action across the nation. Craig targets plastic water bottles, straws, e-waste, fast furniture, food waste and the recycling crisis. #WarOnWasteAU",documentary war waste craig reucassel return 2nd series landmark series sparked action across nation craig target plastic water bottle straw ewaste fast furniture food waste recycling crisis waronwasteau,6
187,Revelation,"Award-winning reporter Sarah Ferguson presents Revelation, a ground-breaking documentary series on the criminal priests and brothers of the Catholic Church, their crimes laid bare for the first time in their own words.",documentary,https://cdn.iview.abc.net.au/thumbs/i/do/DO1804H_5e5de0560b138.jpg,https://iview.abc.net.au/show/revelation,"documentary Revelation Award-winning reporter Sarah Ferguson presents Revelation, a ground-breaking documentary series on the criminal priests and brothers of the Catholic Church, their crimes laid bare for the first time in their own words.",documentary revelation awardwinning reporter sarah ferguson present revelation groundbreaking documentary series criminal priest brother catholic church crime laid bare first time word,9
188,Stargazing Live,"Recorded over three nights at Siding Spring Observatory (SSO) in NSW, this series immerses the audience in a celebration of the night sky, with a focus on features that are best experienced from Australian soil.",documentary,https://cdn.iview.abc.net.au/thumbs/i/do/DO1716H_5b04e1872d36f_1280.jpg,https://iview.abc.net.au/show/stargazing-live,"documentary Stargazing Live Recorded over three nights at Siding Spring Observatory (SSO) in NSW, this series immerses the audience in a celebration of the night sky, with a focus on features that are best experienced from Australian soil.",documentary stargazing live recorded three night siding spring observatory sso nsw series immerses audience celebration night sky focus feature best experienced australian soil,3
189,Pina,"From the acclaimed filmmaker Wim Wenders, Pina is an exuberant visual tribute to the life of German choreographer Pina Bausch and her celebrated dance troupe. (2012)",documentary,https://cdn.iview.abc.net.au/thumbs/i/zx/ZX9582A001S00558d33b58504e9.01512620_1280.jpg,https://iview.abc.net.au/show/pina/video/ZX9582A001S00,"documentary Pina From the acclaimed filmmaker Wim Wenders, Pina is an exuberant visual tribute to the life of German choreographer Pina Bausch and her celebrated dance troupe. (2012)",documentary pina acclaimed filmmaker wim wenders pina exuberant visual tribute life german choreographer pina bausch celebrated dance troupe 2012,7
190,Songs Of Praise: Blenheim Palace,"Aled Jones visits Blenheim Palace to explore its private chapel and magnificent grounds, and Laura Wright joins an inclusive choir for a hymn singalong.",documentary,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3181A001S00_61e63b0ae5528.jpg,https://iview.abc.net.au/show/songs-of-praise-blenheim-palace/video/ZW3181A001S00,"documentary Songs Of Praise: Blenheim Palace Aled Jones visits Blenheim Palace to explore its private chapel and magnificent grounds, and Laura Wright joins an inclusive choir for a hymn singalong.",documentary song praise blenheim palace aled jones visit blenheim palace explore private chapel magnificent ground laura wright join inclusive choir hymn singalong,4
191,Whiteley,"A visual journey into the private life and creative legacy of Australia's most iconic artist, Brett Whiteley, told using personal letters, photographs, interwoven with reconstructions, archival interviews and rare footage. (2017)",documentary,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW1383A001S00_5b161b68ace61.jpg,https://iview.abc.net.au/show/whiteley/video/ZW1383A001S00,"documentary Whiteley A visual journey into the private life and creative legacy of Australia's most iconic artist, Brett Whiteley, told using personal letters, photographs, interwoven with reconstructions, archival interviews and rare footage. (2017)",documentary whiteley visual journey private life creative legacy australia iconic artist brett whiteley told using personal letter photograph interwoven reconstruction archival interview rare footage 2017,9
192,Designing A Legacy,"Comedian, architecture enthusiast and design nerd Tim Ross takes us across Australia to meet the families whose lives have been shaped by the exceptional designs of their iconic homes.",documentary,https://cdn.iview.abc.net.au/thumbs/i/fa/FA1901H001S00_600a19122edbc_1920.jpg,https://iview.abc.net.au/show/designing-a-legacy/video/FA1901H001S00,"documentary Designing A Legacy Comedian, architecture enthusiast and design nerd Tim Ross takes us across Australia to meet the families whose lives have been shaped by the exceptional designs of their iconic homes.",documentary designing legacy comedian architecture enthusiast design nerd tim ross take u across australia meet family whose life shaped exceptional design iconic home,9
193,A Life In Ten Pictures,"A famous figure's life, distilled into ten key turning points, captured in ten iconic photographs. What do these images reveal about their subjects? What secrets do they hide? Does the camera reveal the pain behind a smile?",documentary,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2819A_609c63721d193_1280.jpg,https://iview.abc.net.au/show/life-in-ten-pictures,"documentary A Life In Ten Pictures A famous figure's life, distilled into ten key turning points, captured in ten iconic photographs. What do these images reveal about their subjects? What secrets do they hide? Does the camera reveal the pain behind a smile?",documentary life ten picture famous figure life distilled ten key turning point captured ten iconic photograph image reveal subject secret hide camera reveal pain behind smile,9
194,What Is Music?,Why do we love a good beat? Does classical music really make you smarter? Join triple j's Linda Marigliano and composer Dan Golding as they explore the electrifying fusion of emotion and science in music.,documentary,https://cdn.iview.abc.net.au/thumbs/i/le/LE1719H_5b581bf12e092_1280.jpg,https://iview.abc.net.au/show/what-is-music,documentary What Is Music? Why do we love a good beat? Does classical music really make you smarter? Join triple j's Linda Marigliano and composer Dan Golding as they explore the electrifying fusion of emotion and science in music.,documentary music love good beat classical music really make smarter join triple j linda marigliano composer dan golding explore electrifying fusion emotion science music,4
195,Strong Women,"Four resilient women empower each other while rivalling to become Australia's strongest woman. From across the country these daughters, mothers and wives share how they have rebuilt themselves inside and out.",documentary,https://cdn.iview.abc.net.au/thumbs/i/rf/RF2007V_60f640a6792b2.jpg,https://iview.abc.net.au/show/strong-women,"documentary Strong Women Four resilient women empower each other while rivalling to become Australia's strongest woman. From across the country these daughters, mothers and wives share how they have rebuilt themselves inside and out.",documentary strong woman four resilient woman empower rivalling become australia strongest woman across country daughter mother wife share rebuilt inside,9
196,Devolution: A Devo Theory,"Enter the minds of one of history's most misunderstood bands. With hits such as 'Whip It' & 'Freedom of Choice', they shared a trailblazing environmental message but were often mocked. 40 years later, we ask: were Devo right?",documentary,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2602A001S00_602c553e284cc_1280.jpg,https://iview.abc.net.au/show/devolution-a-devo-theory/video/ZW2602A001S00,"documentary Devolution: A Devo Theory Enter the minds of one of history's most misunderstood bands. With hits such as 'Whip It' & 'Freedom of Choice', they shared a trailblazing environmental message but were often mocked. 40 years later, we ask: were Devo right?",documentary devolution devo theory enter mind one history misunderstood band hit whip freedom choice shared trailblazing environmental message often mocked 40 year later ask devo right,2
197,The Making Of The Penguin King With David Attenborough,"A behind-the-scenes look at the documentary which follows a lone penguin's battle to survive, find love and raise a family in unforgiving Antarctic conditions.",documentary,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2596A001S00_5fd9a30dc98d4_1920.jpg,https://iview.abc.net.au/show/making-of-the-penguin-king-with-david-attenborough/video/ZW2596A001S00,"documentary The Making Of The Penguin King With David Attenborough A behind-the-scenes look at the documentary which follows a lone penguin's battle to survive, find love and raise a family in unforgiving Antarctic conditions.",documentary making penguin king david attenborough behindthescenes look documentary follows lone penguin battle survive find love raise family unforgiving antarctic condition,1
198,Catching A Predator,The inside story of the investigation into serial male rapist Reynhard Sinaga and the biggest rape case in British legal history. Sexual violence against men remains one of the most underreported crimes.,documentary,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3215A001S00_61a59e1cd27e0_1920.jpg,https://iview.abc.net.au/show/catching-a-predator/video/ZW3215A001S00,documentary Catching A Predator The inside story of the investigation into serial male rapist Reynhard Sinaga and the biggest rape case in British legal history. Sexual violence against men remains one of the most underreported crimes.,documentary catching predator inside story investigation serial male rapist reynhard sinaga biggest rape case british legal history sexual violence men remains one underreported crime,2
199,David Attenborough's Micro Monsters,"Micro Monsters is a thrilling voyage into a realm that is close to us yet quite inaccessible to the naked eye and confusing to human sensibilities - the strange, weird and wonderful world of bugs.",documentary,https://cdn.iview.abc.net.au/thumbs/i/zx/ZX9707A56d50f4c237f12.61281792_1280.jpg,https://iview.abc.net.au/show/david-attenborough-s-micro-monsters,"documentary David Attenborough's Micro Monsters Micro Monsters is a thrilling voyage into a realm that is close to us yet quite inaccessible to the naked eye and confusing to human sensibilities - the strange, weird and wonderful world of bugs.",documentary david attenboroughs micro monster micro monster thrilling voyage realm close u yet quite inaccessible naked eye confusing human sensibility strange weird wonderful world bug,1
200,Desert Metal Dreaming,"The most isolated metal band in the world, Southeast Desert Metal, and their Aunty Kathleen, share ancient Arrernte culture with the world through song and painting.",documentary,https://cdn.iview.abc.net.au/thumbs/i/do/DO2025D001S00_60dd2967cea0b_1920.jpg,https://iview.abc.net.au/show/desert-metal-dreaming/video/DO2025D001S00,"documentary Desert Metal Dreaming The most isolated metal band in the world, Southeast Desert Metal, and their Aunty Kathleen, share ancient Arrernte culture with the world through song and painting.",documentary desert metal dreaming isolated metal band world southeast desert metal aunty kathleen share ancient arrernte culture world song painting,5
201,Climate Change: The Facts,"Sir David Attenborough looks at a planet on the verge of climate catastrophe. With intimate stories of people's lives affected by climate change, the documentary takes a look at one of the greatest challenges we face today.",documentary,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2018A001S00_5d3fa73889201.jpg,https://iview.abc.net.au/show/climate-change-the-facts/video/ZW2018A001S00,"documentary Climate Change: The Facts Sir David Attenborough looks at a planet on the verge of climate catastrophe. With intimate stories of people's lives affected by climate change, the documentary takes a look at one of the greatest challenges we face today.",documentary climate change fact sir david attenborough look planet verge climate catastrophe intimate story people life affected climate change documentary take look one greatest challenge face today,1
202,Barrenjoey Road,"This three part series follows the true crime story of Barrenjoey Road, starting with the mystery of 18 year old Trudie Adams' disappearance 40 years ago, leading to the dark heart of Australia in present day.",documentary,https://cdn.iview.abc.net.au/thumbs/i/do/DO1714H_5bebaaac8dafc_1280.jpg,https://iview.abc.net.au/show/barrenjoey-road,"documentary Barrenjoey Road This three part series follows the true crime story of Barrenjoey Road, starting with the mystery of 18 year old Trudie Adams' disappearance 40 years ago, leading to the dark heart of Australia in present day.",documentary barrenjoey road three part series follows true crime story barrenjoey road starting mystery 18 year old trudie adam disappearance 40 year ago leading dark heart australia present day,6
203,Bird Nerd: The Art Of Leila Jeffreys,"This intimate portrait follows beloved Australian bird photographer Leila Jeffreys' childhood in the Australian bush, through the grief of losing her father to her first exhibition in New York.",documentary,https://cdn.iview.abc.net.au/thumbs/i/ac/AC1801H001S00_5d8c102559761.jpg,https://iview.abc.net.au/show/bird-nerd-the-art-of-leila-jeffreys/video/AC1801H001S00,"documentary Bird Nerd: The Art Of Leila Jeffreys This intimate portrait follows beloved Australian bird photographer Leila Jeffreys' childhood in the Australian bush, through the grief of losing her father to her first exhibition in New York.",documentary bird nerd art leila jeffreys intimate portrait follows beloved australian bird photographer leila jeffreys childhood australian bush grief losing father first exhibition new york,9
204,Waltzing The Dragon With Benjamin Law,"A documentary to the 'sweet and the sour' of the China-Australia relationship, digging deep into overlapping histories of the countries, unpacking the present and looking to the future of Australia's waltz with the dragon.",documentary,https://cdn.iview.abc.net.au/thumbs/i/do/DO1810H_5d31159c2f945_1280.jpg,https://iview.abc.net.au/show/waltzing-the-dragon-with-benjamin-law,"documentary Waltzing The Dragon With Benjamin Law A documentary to the 'sweet and the sour' of the China-Australia relationship, digging deep into overlapping histories of the countries, unpacking the present and looking to the future of Australia's waltz with the dragon.",documentary waltzing dragon benjamin law documentary sweet sour chinaaustralia relationship digging deep overlapping history country unpacking present looking future australia waltz dragon,6
